0 -0.462245 0.0113344
1 -0.538877 0.00870882
2 -0.594945 0.00673623
3 -0.640887 0.00552234
4 -0.668888 0.00619272
5 -0.696387 0.0061039
6 -0.716473 0.0040181
7 -0.730028 0.00454782
8 -0.743768 0.00561075
9 -0.753621 0.00609715
10 -0.765072 0.00476535
11 -0.769847 0.0036516
12 -0.777378 0.0036056
13 -0.77984 0.00385999
14 -0.783001 0.00315756
15 -0.781001 0.0029761
16 -0.786431 0.00242887
17 -0.787196 0.00360332
18 -0.784383 0.00389778
19 -0.789189 0.00430944
20 -0.790094 0.00365089
21 -0.787609 0.00277314
22 -0.788103 0.00299286
23 -0.791377 0.00312695
24 -0.789814 0.00365518
25 -0.788953 0.00402761
26 -0.790343 0.00368767
27 -0.789663 0.00325122
28 -0.786176 0.00288497
29 -0.785091 0.00344698
30 -0.783626 0.00352054
31 -0.784943 0.0040684
32 -0.786807 0.00373846
33 -0.785907 0.00412368
34 -0.781755 0.00412989
35 -0.783203 0.00436494
36 -0.782329 0.0041436
37 -0.78075 0.00387826
38 -0.779899 0.00428247
39 -0.780784 0.00344902
40 -0.78001 0.0033323
41 -0.781343 0.00306769
42 -0.780359 0.00309246
43 -0.780724 0.00270217
44 -0.78081 0.00273799
45 -0.780829 0.0029436
46 -0.781036 0.0036589
47 -0.779266 0.00331979
48 -0.778736 0.0028462
49 -0.778581 0.00315438
50 -0.778994 0.00315985
51 -0.778088 0.00328856
52 -0.781379 0.00325993
53 -0.781871 0.00268937
54 -0.780132 0.00266651
55 -0.780507 0.00270065
56 -0.780038 0.00320184
57 -0.778672 0.00323619
58 -0.774828 0.00297638
59 -0.77326 0.00342386
60 -0.77494 0.00337822
61 -0.777338 0.00356221
62 -0.776588 0.00363746
63 -0.779656 0.0037445
64 -0.779599 0.00314582
65 -0.779727 0.00275123
66 -0.779679 0.00290819
67 -0.780115 0.0030758
68 -0.776668 0.0039156
69 -0.779846 0.00312077
70 -0.778793 0.00321868
71 -0.778778 0.00368506
72 -0.778254 0.00318777
73 -0.781528 0.00342487
74 -0.776439 0.00311859
75 -0.778825 0.00313831
76 -0.775036 0.00269591
77 -0.773874 0.00302382
78 -0.777691 0.00310017
79 -0.776796 0.00424407
80 -0.778572 0.00471847
81 -0.777601 0.00432503
82 -0.77676 0.00447011
83 -0.779135 0.00415847
84 -0.777835 0.00335618
85 -0.777965 0.0035896
86 -0.778359 0.00346786
87 -0.776311 0.00299888
88 -0.778047 0.00309223
89 -0.777943 0.00319517
90 -0.775545 0.00309447
91 -0.774504 0.00365373
92 -0.774745 0.00368992
93 -0.776627 0.00371006
94 -0.776269 0.00422814
95 -0.775871 0.00357022
96 -0.776263 0.00337381
97 -0.774004 0.00299399
98 -0.778033 0.00333049
99 -0.783305 0.00297253
100 -0.781461 0.00365106
101 -0.782366 0.00290745
102 -0.781342 0.00287058
103 -0.783818 0.00375242
104 -0.781715 0.00332147
105 -0.778832 0.00355337
106 -0.779045 0.00339835
107 -0.779002 0.00284779
108 -0.778397 0.0027898
109 -0.777699 0.00348186
110 -0.777573 0.00256085
111 -0.779509 0.00338551
112 -0.779155 0.00346238
113 -0.779779 0.00285365
114 -0.781849 0.00273139
115 -0.781785 0.00300031
116 -0.78267 0.0030673
117 -0.780515 0.0033317
118 -0.778844 0.0039635
119 -0.778815 0.00402091
120 -0.776747 0.00395373
121 -0.77739 0.00353096
122 -0.778372 0.00381133
123 -0.777553 0.00384995
124 -0.778947 0.00370134
125 -0.781014 0.00370746
126 -0.780492 0.0030745
127 -0.78135 0.00336178
128 -0.777772 0.00319283
129 -0.77989 0.00327302
130 -0.773288 0.0029935
131 -0.774668 0.00334674
132 -0.77776 0.00335355
133 -0.781467 0.00323942
134 -0.783193 0.00257852
135 -0.779784 0.00315571
136 -0.773689 0.00296331
137 -0.773066 0.00281588
138 -0.774113 0.00320571
139 -0.772527 0.00331063
140 -0.772172 0.00391727
141 -0.772656 0.00390392
142 -0.773827 0.00361318
143 -0.774995 0.00373157
144 -0.770739 0.00369029
145 -0.771362 0.00430305
146 -0.77202 0.0039633
147 -0.774372 0.00316254
148 -0.774313 0.00253391
149 -0.773874 0.00306967
150 -0.774203 0.00317833
151 -0.776506 0.00316044
152 -0.776643 0.00403242
153 -0.777379 0.00335369
154 -0.779231 0.00344553
155 -0.778593 0.00385227
156 -0.778738 0.00377297
157 -0.781539 0.00380229
158 -0.782733 0.00347289
159 -0.78448 0.00327045
160 -0.780625 0.00380706
161 -0.781057 0.00323397
162 -0.78038 0.00302041
163 -0.779335 0.00303757
164 -0.779749 0.00298244
165 -0.777071 0.00317645
166 -0.777611 0.00313746
167 -0.777471 0.00277426
168 -0.776297 0.00351876
169 -0.783099 0.00343708
170 -0.786235 0.00363224
171 -0.785386 0.00322925
172 -0.785489 0.00364231
173 -0.782571 0.00363514
174 -0.783468 0.00295415
175 -0.783416 0.00379409
176 -0.781108 0.00391729
177 -0.781982 0.00443762
178 -0.78467 0.00411897
179 -0.78521 0.00366145
180 -0.783871 0.00383379
181 -0.784066 0.00340189
182 -0.785684 0.00345608
183 -0.786112 0.00347535
184 -0.786664 0.00351522
185 -0.784143 0.00391312
186 -0.785593 0.00437252
187 -0.783928 0.00470382
188 -0.785345 0.00456437
189 -0.782898 0.0040764
190 -0.782815 0.00415149
191 -0.784855 0.0037238
192 -0.784692 0.00350885
193 -0.782185 0.00410194
194 -0.78074 0.00377208
195 -0.781003 0.00381978
196 -0.782668 0.00418115
197 -0.785224 0.00354603
